measure,node,period_start,value,n,source_ref
osha_lost_time_case_rate,NV,2010-10-01,1.2,180697,osha:fy2011
osha_lost_time_case_rate,OM,2010-10-01,0.47,6005,osha:fy2011
osha_lost_time_case_rate,SB,2010-10-01,0.42,4037,osha:fy2011
osha_lost_time_case_rate,SM,2010-10-01,2.32,4088,osha:fy2011
osha_lost_time_case_rate,ST,2010-10-01,0.46,39550,osha:fy2011
osha_lost_time_case_rate,SZ,2010-10-01,0.77,69531,osha:fy2011
osha_lost_time_case_rate,TD,2010-10-01,0.85,57988,osha:fy2011
osha_lost_time_case_rate,TR,2010-10-01,0.64,118233,osha:fy2011
osha_lost_time_case_rate,VA,2010-10-01,1.63,314802,osha:fy2011
osha_total_case_rate,AF,2010-10-01,2.28,176192,osha:fy2011
osha_total_case_rate,AG,2010-10-01,4.72,95493,osha:fy2011
osha_total_case_rate,AR,2010-10-01,2.58,295849,osha:fy2011
osha_total_case_rate,CM,2010-10-01,1.38,46945,osha:fy2011
osha_total_case_rate,DJ,2010-10-01,4.03,118923,osha:fy2011
osha_total_case_rate,DL,2010-10-01,1.6,17360,osha:fy2011
osha_total_case_rate,DN,2010-10-01,1.61,16145,osha:fy2011
osha_total_case_rate,ED,2010-10-01,0.51,4477,osha:fy2011
osha_total_case_rate,EP,2010-10-01,0.62,18740,osha:fy2011
osha_total_case_rate,GS,2010-10-01,0.87,12820,osha:fy2011
osha_total_case_rate,HE,2010-10-01,1.27,85451,osha:fy2011
osha_total_case_rate,HS,2010-10-01,5.67,195653,osha:fy2011
osha_total_case_rate,HU,2010-10-01,0.92,9768,osha:fy2011
osha_total_case_rate,IN,2010-10-01,5.26,80156,osha:fy2011
osha_total_case_rate,NF,2010-10-01,0.47,1476,osha:fy2011
osha_total_case_rate,NN,2010-10-01,0.51,18696,osha:fy2011
osha_total_case_rate,NQ,2010-10-01,2.92,3565,osha:fy2011
osha_total_case_rate,NU,2010-10-01,0.62,4178,osha:fy2011
osha_total_case_rate,NV,2010-10-01,2.57,200471,osha:fy2011
osha_total_case_rate,NV,2010-10-01,2.42,180697,osha:fy2011
osha_total_case_rate,OM,2010-10-01,1.0,6005,osha:fy2011
osha_total_case_rate,SB,2010-10-01,0.99,4037,osha:fy2011
osha_total_case_rate,SM,2010-10-01,3.67,4088,osha:fy2011
osha_total_case_rate,ST,2010-10-01,1.01,39550,osha:fy2011
osha_total_case_rate,SZ,2010-10-01,1.23,69531,osha:fy2011
osha_total_case_rate,TD,2010-10-01,1.55,57988,osha:fy2011
osha_total_case_rate,TR,2010-10-01,1.03,118233,osha:fy2011
osha_total_case_rate,VA,2010-10-01,3.51,314802,osha:fy2011
osha_lost_time_case_rate,AF,2011-10-01,1.23,174842,osha:fy2012
osha_lost_time_case_rate,AG,2011-10-01,2.0,90638,osha:fy2012
osha_lost_time_case_rate,AR,2011-10-01,1.29,285858,osha:fy2012
osha_lost_time_case_rate,CM,2011-10-01,0.56,44938,osha:fy2012
osha_lost_time_case_rate,DJ,2011-10-01,2.19,116910,osha:fy2012
osha_lost_time_case_rate,DL,2011-10-01,0.81,16713,osha:fy2012
osha_lost_time_case_rate,DN,2011-10-01,0.58,15809,osha:fy2012
osha_lost_time_case_rate,ED,2011-10-01,0.36,4501,osha:fy2012
osha_lost_time_case_rate,EP,2011-10-01,0.25,18524,osha:fy2012
osha_lost_time_case_rate,GS,2011-10-01,0.5,12687,osha:fy2012
osha_lost_time_case_rate,HE,2011-10-01,0.63,86051,osha:fy2012
osha_lost_time_case_rate,HS,2011-10-01,2.41,198542,osha:fy2012
osha_lost_time_case_rate,HU,2011-10-01,0.41,9498,osha:fy2012
osha_lost_time_case_rate,IN,2011-10-01,1.83,80764,osha:fy2012
osha_lost_time_case_rate,NF,2011-10-01,0.33,1502,osha:fy2012
osha_lost_time_case_rate,NN,2011-10-01,0.27,18201,osha:fy2012
osha_lost_time_case_rate,NQ,2011-10-01,1.71,3501,osha:fy2012
osha_lost_time_case_rate,NU,2011-10-01,0.28,3958,osha:fy2012
osha_lost_time_case_rate,NV,2011-10-01,1.19,199684,osha:fy2012
osha_lost_time_case_rate,NV,2011-10-01,1.14,180538,osha:fy2012
osha_lost_time_case_rate,OM,2011-10-01,0.83,5562,osha:fy2012
osha_lost_time_case_rate,SB,2011-10-01,0.5,4037,osha:fy2012
osha_lost_time_case_rate,SM,2011-10-01,1.34,4098,osha:fy2012
osha_lost_time_case_rate,ST,2011-10-01,0.41,40613,osha:fy2012
osha_lost_time_case_rate,SZ,2011-10-01,0.81,65566,osha:fy2012
osha_lost_time_case_rate,TD,2011-10-01,0.87,57346,osha:fy2012
osha_lost_time_case_rate,TR,2011-10-01,0.55,117312,osha:fy2012
osha_lost_time_case_rate,VA,2011-10-01,1.55,320124,osha:fy2012
osha_total_case_rate,AF,2011-10-01,2.04,174842,osha:fy2012
osha_total_case_rate,AG,2011-10-01,4.77,90638,osha:fy2012
osha_total_case_rate,AR,2011-10-01,2.53,285858,osha:fy2012
osha_total_case_rate,CM,2011-10-01,1.04,44938,osha:fy2012
osha_total_case_rate,DJ,2011-10-01,3.86,116910,osha:fy2012
osha_total_case_rate,DL,2011-10-01,1.91,16713,osha:fy2012
osha_total_case_rate,DN,2011-10-01,1.59,15809,osha:fy2012
osha_total_case_rate,ED,2011-10-01,0.67,4501,osha:fy2012
osha_total_case_rate,EP,2011-10-01,0.49,18524,osha:fy2012
osha_total_case_rate,GS,2011-10-01,0.8,12687,osha:fy2012
osha_total_case_rate,HE,2011-10-01,1.09,86051,osha:fy2012
osha_total_case_rate,HS,2011-10-01,5.62,198542,osha:fy2012
osha_total_case_rate,HU,2011-10-01,0.99,9498,osha:fy2012
osha_total_case_rate,IN,2011-10-01,5.22,80764,osha:fy2012
osha_total_case_rate,NF,2011-10-01,0.47,1502,osha:fy2012
osha_total_case_rate,NN,2011-10-01,0.47,18201,osha:fy2012
osha_total_case_rate,NQ,2011-10-01,2.8,3501,osha:fy2012
osha_total_case_rate,NU,2011-10-01,0.51,3958,osha:fy2012
osha_total_case_rate,NV,2011-10-01,2.29,199684,osha:fy2012
osha_total_case_rate,NV,2011-10-01,2.19,180538,osha:fy2012
osha_total_case_rate,OM,2011-10-01,1.33,5562,osha:fy2012
osha_total_case_rate,SB,2011-10-01,1.07,4037,osha:fy2012
osha_total_case_rate,SM,2011-10-01,2.44,4098,osha:fy2012
osha_total_case_rate,ST,2011-10-01,84.0,40613,osha:fy2012
osha_total_case_rate,SZ,2011-10-01,1.19,65566,osha:fy2012
osha_total_case_rate,TD,2011-10-01,1.51,57346,osha:fy2012
osha_total_case_rate,TR,2011-10-01,0.99,117312,osha:fy2012
osha_total_case_rate,VA,2011-10-01,3.25,320124,osha:fy2012
osha_lost_time_case_rate,AF,2012-10-01,1.11,173186,osha:fy2013
osha_lost_time_case_rate,AG,2012-10-01,2.08,88490,osha:fy2013
osha_lost_time_case_rate,AR,2012-10-01,1.13,277949,osha:fy2013
osha_lost_time_case_rate,CM,2012-10-01,0.39,44119,osha:fy2013
osha_lost_time_case_rate,DJ,2012-10-01,2.04,117026,osha:fy2013
osha_lost_time_case_rate,DL,2012-10-01,0.63,16303,osha:fy2013
osha_lost_time_case_rate,DN,2012-10-01,0.69,15412,osha:fy2013
osha_lost_time_case_rate,ED,2012-10-01,0.29,4181,osha:fy2013
osha_lost_time_case_rate,EP,2012-10-01,0.24,17571,osha:fy2013
osha_lost_time_case_rate,GS,2012-10-01,0.35,12154,osha:fy2013
osha_lost_time_case_rate,HE,2012-10-01,0.53,86515,osha:fy2013
osha_lost_time_case_rate,HS,2012-10-01,2.31,194480,osha:fy2013
osha_lost_time_case_rate,HU,2012-10-01,0.26,8463,osha:fy2013
osha_lost_time_case_rate,IN,2012-10-01,1.69,74772,osha:fy2013
osha_lost_time_case_rate,NF,2012-10-01,0.55,1465,osha:fy2013
osha_lost_time_case_rate,NN,2012-10-01,0.21,17922,osha:fy2013
osha_lost_time_case_rate,NQ,2012-10-01,1.74,3283,osha:fy2013
osha_lost_time_case_rate,NU,2012-10-01,0.05,3821,osha:fy2013
osha_lost_time_case_rate,NV,2012-10-01,1.07,200638,osha:fy2013
osha_lost_time_case_rate,NV,2012-10-01,1.0,180734,osha:fy2013
osha_lost_time_case_rate,OM,2012-10-01,0.63,5558,osha:fy2013
osha_lost_time_case_rate,SB,2012-10-01,0.64,4037,osha:fy2013
osha_lost_time_case_rate,SM,2012-10-01,1.63,3986,osha:fy2013
osha_lost_time_case_rate,ST,2012-10-01,0.36,41620,osha:fy2013
osha_lost_time_case_rate,SZ,2012-10-01,0.74,64163,osha:fy2013
osha_lost_time_case_rate,TD,2012-10-01,0.79,57036,osha:fy2013
osha_lost_time_case_rate,TR,2012-10-01,0.49,112461,osha:fy2013
osha_lost_time_case_rate,VA,2012-10-01,1.43,332554,osha:fy2013
osha_total_case_rate,AF,2012-10-01,1.79,173186,osha:fy2013
osha_total_case_rate,AG,2012-10-01,4.91,88490,osha:fy2013
osha_total_case_rate,AR,2012-10-01,2.25,277949,osha:fy2013
osha_total_case_rate,CM,2012-10-01,0.84,44119,osha:fy2013
osha_total_case_rate,DJ,2012-10-01,3.58,117026,osha:fy2013
osha_total_case_rate,DL,2012-10-01,1.69,16303,osha:fy2013
osha_total_case_rate,DN,2012-10-01,1.41,15412,osha:fy2013
osha_total_case_rate,ED,2012-10-01,0.48,4181,osha:fy2013
osha_total_case_rate,EP,2012-10-01,0.52,17571,osha:fy2013
osha_total_case_rate,GS,2012-10-01,0.79,12154,osha:fy2013
osha_total_case_rate,HE,2012-10-01,1.01,86515,osha:fy2013
osha_total_case_rate,HS,2012-10-01,5.47,194480,osha:fy2013
osha_total_case_rate,HU,2012-10-01,0.87,8463,osha:fy2013
osha_total_case_rate,IN,2012-10-01,5.18,74772,osha:fy2013
osha_total_case_rate,NF,2012-10-01,0.55,1465,osha:fy2013
osha_total_case_rate,NN,2012-10-01,0.46,17922,osha:fy2013
osha_total_case_rate,NQ,2012-10-01,1.98,3283,osha:fy2013
osha_total_case_rate,NU,2012-10-01,0.42,3821,osha:fy2013
osha_total_case_rate,NV,2012-10-01,2.13,200638,osha:fy2013
osha_total_case_rate,NV,2012-10-01,2.01,180734,osha:fy2013
osha_total_case_rate,OM,2012-10-01,0.99,5558,osha:fy2013
osha_total_case_rate,SB,2012-10-01,1.39,4037,osha:fy2013
osha_total_case_rate,SM,2012-10-01,2.78,3986,osha:fy2013
osha_total_case_rate,ST,2012-10-01,0.69,41620,osha:fy2013
osha_total_case_rate,SZ,2012-10-01,1.16,64163,osha:fy2013
osha_total_case_rate,TD,2012-10-01,1.46,57036,osha:fy2013
osha_total_case_rate,TR,2012-10-01,0.84,112461,osha:fy2013
osha_total_case_rate,VA,2012-10-01,3.05,332554,osha:fy2013
osha_lost_time_case_rate,AF,2013-10-01,1.05,168459,osha:fy2014
osha_lost_time_case_rate,AG,2013-10-01,1.93,89227,osha:fy2014
osha_lost_time_case_rate,AR,2013-10-01,1.23,259445,osha:fy2014
osha_lost_time_case_rate,CM,2013-10-01,0.38,43846,osha:fy2014
osha_lost_time_case_rate,DJ,2013-10-01,2.01,114175,osha:fy2014
osha_lost_time_case_rate,DL,2013-10-01,0.76,16012,osha:fy2014
osha_lost_time_case_rate,DN,2013-10-01,0.75,15003,osha:fy2014
osha_lost_time_case_rate,ED,2013-10-01,0.32,4097,osha:fy2014
osha_lost_time_case_rate,EP,2013-10-01,0.34,16918,osha:fy2014
osha_lost_time_case_rate,GS,2013-10-01,0.44,11621,osha:fy2014
osha_lost_time_case_rate,HE,2013-10-01,0.48,85711,osha:fy2014
osha_lost_time_case_rate,HS,2013-10-01,2.34,190179,osha:fy2014
osha_lost_time_case_rate,HU,2013-10-01,0.43,7950,osha:fy2014
osha_lost_time_case_rate,IN,2013-10-01,1.67,72204,osha:fy2014
osha_lost_time_case_rate,NF,2013-10-01,0.27,1465,osha:fy2014
osha_lost_time_case_rate,NN,2013-10-01,0.12,17830,osha:fy2014
osha_lost_time_case_rate,NQ,2013-10-01,2.17,3083,osha:fy2014
osha_lost_time_case_rate,NU,2013-10-01,0.23,3845,osha:fy2014
osha_lost_time_case_rate,NV,2013-10-01,1.11,193388,osha:fy2014
osha_lost_time_case_rate,NV,2013-10-01,1.03,174185,osha:fy2014
osha_lost_time_case_rate,OM,2013-10-01,0.56,5558,osha:fy2014
osha_lost_time_case_rate,SB,2013-10-01,0.27,4037,osha:fy2014
osha_lost_time_case_rate,SM,2013-10-01,1.99,3819,osha:fy2014
osha_lost_time_case_rate,ST,2013-10-01,0.26,41768,osha:fy2014
osha_lost_time_case_rate,SZ,2013-10-01,0.73,62013,osha:fy2014
osha_lost_time_case_rate,TD,2013-10-01,0.77,54445,osha:fy2014
osha_lost_time_case_rate,TR,2013-10-01,0.51,112461,osha:fy2014
osha_lost_time_case_rate,VA,2013-10-01,1.36,344410,osha:fy2014
osha_total_case_rate,AF,2013-10-01,1.71,168459,osha:fy2014
osha_total_case_rate,AG,2013-10-01,4.07,89227,osha:fy2014
osha_total_case_rate,AR,2013-10-01,2.38,259445,osha:fy2014
osha_total_case_rate,CM,2013-10-01,0.8,43846,osha:fy2014
osha_total_case_rate,DJ,2013-10-01,3.37,114175,osha:fy2014
osha_total_case_rate,DL,2013-10-01,1.67,16012,osha:fy2014
osha_total_case_rate,DN,2013-10-01,1.45,15003,osha:fy2014
osha_total_case_rate,ED,2013-10-01,0.41,4097,osha:fy2014
osha_total_case_rate,EP,2013-10-01,0.53,16918,osha:fy2014
osha_total_case_rate,GS,2013-10-01,0.68,11621,osha:fy2014
osha_total_case_rate,HE,2013-10-01,0.79,85711,osha:fy2014
osha_total_case_rate,HS,2013-10-01,5.36,190179,osha:fy2014
osha_total_case_rate,HU,2013-10-01,0.99,7950,osha:fy2014
osha_total_case_rate,IN,2013-10-01,5.08,72204,osha:fy2014
osha_total_case_rate,NF,2013-10-01,0.68,1465,osha:fy2014
osha_total_case_rate,NN,2013-10-01,0.24,17830,osha:fy2014
osha_total_case_rate,NQ,2013-10-01,2.3,3083,osha:fy2014
osha_total_case_rate,NU,2013-10-01,0.57,3845,osha:fy2014
osha_total_case_rate,NV,2013-10-01,2.12,193388,osha:fy2014
osha_total_case_rate,NV,2013-10-01,2.01,174185,osha:fy2014
osha_total_case_rate,OM,2013-10-01,0.95,5558,osha:fy2014
osha_total_case_rate,SB,2013-10-01,0.42,4037,osha:fy2014
osha_total_case_rate,SM,2013-10-01,3.67,3819,osha:fy2014
osha_total_case_rate,ST,2013-10-01,0.46,41768,osha:fy2014
osha_total_case_rate,SZ,2013-10-01,1.09,62013,osha:fy2014
osha_total_case_rate,TD,2013-10-01,1.35,54445,osha:fy2014
osha_total_case_rate,TR,2013-10-01,0.83,112461,osha:fy2014
osha_total_case_rate,VA,2013-10-01,2.93,344410,osha:fy2014
osha_lost_time_case_rate,AF,2014-10-01,1728.0,169419,osha:fy2015
osha_lost_time_case_rate,AG,2014-10-01,1696.0,84220,osha:fy2015
osha_lost_time_case_rate,AR,2014-10-01,3011.0,257903,osha:fy2015
osha_lost_time_case_rate,CM,2014-10-01,189.0,43194,osha:fy2015
osha_lost_time_case_rate,DJ,2014-10-01,2408.0,115275,osha:fy2015
osha_lost_time_case_rate,DL,2014-10-01,116.0,15939,osha:fy2015
osha_lost_time_case_rate,DN,2014-10-01,75.0,14745,osha:fy2015
osha_lost_time_case_rate,ED,2014-10-01,7.0,4149,osha:fy2015
osha_lost_time_case_rate,EP,2014-10-01,55.0,15177,osha:fy2015
osha_lost_time_case_rate,GS,2014-10-01,41.0,11255,osha:fy2015
osha_lost_time_case_rate,HE,2014-10-01,382.0,84946,osha:fy2015
osha_lost_time_case_rate,HS,2014-10-01,4278.0,187510,osha:fy2015
osha_lost_time_case_rate,HU,2014-10-01,14.0,7819,osha:fy2015
osha_lost_time_case_rate,IN,2014-10-01,1118.0,71375,osha:fy2015
osha_lost_time_case_rate,NF,2014-10-01,5.0,1430,osha:fy2015
osha_lost_time_case_rate,NN,2014-10-01,20.0,17414,osha:fy2015
osha_lost_time_case_rate,NQ,2014-10-01,27.0,2993,osha:fy2015
osha_lost_time_case_rate,NU,2014-10-01,6.0,3833,osha:fy2015
osha_lost_time_case_rate,NV,2014-10-01,2062.0,196256,osha:fy2015
osha_lost_time_case_rate,NV,2014-10-01,1750.0,177742,osha:fy2015
osha_lost_time_case_rate,OM,2014-10-01,29.0,5254,osha:fy2015
osha_lost_time_case_rate,SB,2014-10-01,21.0,4037,osha:fy2015
osha_lost_time_case_rate,SM,2014-10-01,49.0,3770,osha:fy2015
osha_lost_time_case_rate,ST,2014-10-01,168.0,41768,osha:fy2015
osha_lost_time_case_rate,SZ,2014-10-01,394.0,64933,osha:fy2015
osha_lost_time_case_rate,TD,2014-10-01,417.0,54790,osha:fy2015
osha_lost_time_case_rate,TR,2014-10-01,459.0,112461,osha:fy2015
osha_lost_time_case_rate,VA,2014-10-01,4302.0,358991,osha:fy2015
osha_total_case_rate,AF,2014-10-01,1.51,169419,osha:fy2015
osha_total_case_rate,AG,2014-10-01,4.46,84220,osha:fy2015
osha_total_case_rate,AR,2014-10-01,2.21,257903,osha:fy2015
osha_total_case_rate,CM,2014-10-01,0.81,43194,osha:fy2015
osha_total_case_rate,DJ,2014-10-01,3.49,115275,osha:fy2015
osha_total_case_rate,DL,2014-10-01,1.68,15939,osha:fy2015
osha_total_case_rate,DN,2014-10-01,1.12,14745,osha:fy2015
osha_total_case_rate,ED,2014-10-01,0.39,4149,osha:fy2015
osha_total_case_rate,EP,2014-10-01,0.54,15177,osha:fy2015
osha_total_case_rate,GS,2014-10-01,0.57,11255,osha:fy2015
osha_total_case_rate,HE,2014-10-01,0.79,84946,osha:fy2015
osha_total_case_rate,HS,2014-10-01,4.98,187510,osha:fy2015
osha_total_case_rate,HU,2014-10-01,0.49,7819,osha:fy2015
osha_total_case_rate,IN,2014-10-01,5.02,71375,osha:fy2015
osha_total_case_rate,NF,2014-10-01,0.42,1430,osha:fy2015
osha_total_case_rate,NN,2014-10-01,0.26,17414,osha:fy2015
osha_total_case_rate,NQ,2014-10-01,1.44,2993,osha:fy2015
osha_total_case_rate,NU,2014-10-01,0.44,3833,osha:fy2015
osha_total_case_rate,NV,2014-10-01,1.99,196256,osha:fy2015
osha_total_case_rate,NV,2014-10-01,1.9,177742,osha:fy2015
osha_total_case_rate,OM,2014-10-01,1.01,5254,osha:fy2015
osha_total_case_rate,SB,2014-10-01,0.94,4037,osha:fy2015
osha_total_case_rate,SM,2014-10-01,2.65,3770,osha:fy2015
osha_total_case_rate,ST,2014-10-01,0.65,41768,osha:fy2015
osha_total_case_rate,SZ,2014-10-01,0.8,64933,osha:fy2015
osha_total_case_rate,TD,2014-10-01,1.32,54790,osha:fy2015
osha_total_case_rate,TR,2014-10-01,0.67,112461,osha:fy2015
osha_total_case_rate,VA,2014-10-01,2.5,358991,osha:fy2015
osha_lost_time_case_rate,AF,2015-10-01,0.98,169419,osha:fy2016
osha_lost_time_case_rate,AG,2015-10-01,2.13,84220,osha:fy2016
osha_lost_time_case_rate,AR,2015-10-01,1.13,257903,osha:fy2016
osha_lost_time_case_rate,CM,2015-10-01,0.37,43194,osha:fy2016
osha_lost_time_case_rate,DJ,2015-10-01,2.11,115275,osha:fy2016
osha_lost_time_case_rate,DL,2015-10-01,0.56,15854,osha:fy2016
osha_lost_time_case_rate,DN,2015-10-01,0.5,14745,osha:fy2016
osha_lost_time_case_rate,ED,2015-10-01,0.29,4149,osha:fy2016
osha_lost_time_case_rate,EP,2015-10-01,0.4,15177,osha:fy2016
osha_lost_time_case_rate,GS,2015-10-01,0.31,11255,osha:fy2016
osha_lost_time_case_rate,HE,2015-10-01,0.47,85974,osha:fy2016
osha_lost_time_case_rate,HS,2015-10-01,2.41,188844,osha:fy2016
osha_lost_time_case_rate,HU,2015-10-01,0.22,7819,osha:fy2016
osha_lost_time_case_rate,IN,2015-10-01,1.61,62893,osha:fy2016
osha_lost_time_case_rate,NF,2015-10-01,0.49,1430,osha:fy2016
osha_lost_time_case_rate,NN,2015-10-01,0.17,17414,osha:fy2016
osha_lost_time_case_rate,NQ,2015-10-01,1.4,2993,osha:fy2016
osha_lost_time_case_rate,NU,2015-10-01,0.23,3833,osha:fy2016
osha_lost_time_case_rate,NV,2015-10-01,1.07,196256,osha:fy2016
osha_lost_time_case_rate,NV,2015-10-01,1.01,178144,osha:fy2016
osha_lost_time_case_rate,OM,2015-10-01,0.74,5254,osha:fy2016
osha_lost_time_case_rate,SB,2015-10-01,0.54,4037,osha:fy2016
osha_lost_time_case_rate,SM,2015-10-01,2.04,3770,osha:fy2016
osha_lost_time_case_rate,ST,2015-10-01,0.36,41768,osha:fy2016
osha_lost_time_case_rate,SZ,2015-10-01,0.6,64933,osha:fy2016
osha_lost_time_case_rate,TD,2015-10-01,0.71,54790,osha:fy2016
osha_lost_time_case_rate,TR,2015-10-01,0.4,112461,osha:fy2016
osha_lost_time_case_rate,VA,2015-10-01,1.13,368109,osha:fy2016
osha_total_case_rate,AF,2015-10-01,1.17,169419,osha:fy2016
osha_total_case_rate,AG,2015-10-01,4.28,84220,osha:fy2016
osha_total_case_rate,AR,2015-10-01,1.91,257903,osha:fy2016
osha_total_case_rate,CM,2015-10-01,0.74,43194,osha:fy2016
osha_total_case_rate,DJ,2015-10-01,3.32,115275,osha:fy2016
osha_total_case_rate,DL,2015-10-01,1.59,15854,osha:fy2016
osha_total_case_rate,DN,2015-10-01,1.38,14745,osha:fy2016
osha_total_case_rate,ED,2015-10-01,0.41,4149,osha:fy2016
osha_total_case_rate,EP,2015-10-01,0.51,15177,osha:fy2016
osha_total_case_rate,GS,2015-10-01,0.43,11255,osha:fy2016
osha_total_case_rate,HE,2015-10-01,0.7,85974,osha:fy2016
osha_total_case_rate,HS,2015-10-01,5.05,188844,osha:fy2016
osha_total_case_rate,HU,2015-10-01,0.67,7819,osha:fy2016
osha_total_case_rate,IN,2015-10-01,5.57,62893,osha:fy2016
osha_total_case_rate,NF,2015-10-01,0.56,1430,osha:fy2016
osha_total_case_rate,NN,2015-10-01,0.29,17414,osha:fy2016
osha_total_case_rate,NQ,2015-10-01,1.74,2993,osha:fy2016
osha_total_case_rate,NU,2015-10-01,0.26,3833,osha:fy2016
osha_total_case_rate,NV,2015-10-01,1.78,196256,osha:fy2016
osha_total_case_rate,NV,2015-10-01,1.73,178144,osha:fy2016
osha_total_case_rate,OM,2015-10-01,0.97,5254,osha:fy2016
osha_total_case_rate,SB,2015-10-01,1.04,4037,osha:fy2016
osha_total_case_rate,SM,2015-10-01,3.71,3770,osha:fy2016
osha_total_case_rate,ST,2015-10-01,0.46,41768,osha:fy2016
osha_total_case_rate,SZ,2015-10-01,0.73,64933,osha:fy2016
osha_total_case_rate,TD,2015-10-01,1.24,54790,osha:fy2016
osha_total_case_rate,TR,2015-10-01,0.68,112461,osha:fy2016
osha_total_case_rate,VA,2015-10-01,2.39,368109,osha:fy2016
osha_lost_time_case_rate,AF,2016-10-01,1.09,169235,osha:fy2017
osha_lost_time_case_rate,AG,2016-10-01,1.78,97685,osha:fy2017
osha_lost_time_case_rate,AR,2016-10-01,1.09,249008,osha:fy2017
osha_lost_time_case_rate,CM,2016-10-01,0.29,47714,osha:fy2017
osha_lost_time_case_rate,DJ,2016-10-01,2.02,117051,osha:fy2017
osha_lost_time_case_rate,DL,2016-10-01,0.56,15091,osha:fy2017
osha_lost_time_case_rate,DN,2016-10-01,0.39,14954,osha:fy2017
osha_lost_time_case_rate,ED,2016-10-01,0.1,4148,osha:fy2017
osha_lost_time_case_rate,EP,2016-10-01,0.31,15665,osha:fy2017
osha_lost_time_case_rate,GS,2016-10-01,0.28,11610,osha:fy2017
osha_lost_time_case_rate,HE,2016-10-01,0.44,85989,osha:fy2017
osha_lost_time_case_rate,HS,2016-10-01,2.3,195650,osha:fy2017
osha_lost_time_case_rate,HU,2016-10-01,0.35,7898,osha:fy2017
osha_lost_time_case_rate,IN,2016-10-01,1.41,72060,osha:fy2017
osha_lost_time_case_rate,NF,2016-10-01,0.33,1521,osha:fy2017
osha_lost_time_case_rate,NN,2016-10-01,0.06,17424,osha:fy2017
osha_lost_time_case_rate,NQ,2016-10-01,1.18,2887,osha:fy2017
osha_lost_time_case_rate,NU,2016-10-01,0.21,3278,osha:fy2017
osha_lost_time_case_rate,NV,2016-10-01,1.03,205815,osha:fy2017
osha_lost_time_case_rate,NV,2016-10-01,0.96,188047,osha:fy2017
osha_lost_time_case_rate,OM,2016-10-01,0.66,5448,osha:fy2017
osha_lost_time_case_rate,SB,2016-10-01,0.6,3650,osha:fy2017
osha_lost_time_case_rate,SM,2016-10-01,1.93,3983,osha:fy2017
osha_lost_time_case_rate,ST,2016-10-01,0.21,74880,osha:fy2017
osha_lost_time_case_rate,SZ,2016-10-01,0.57,61592,osha:fy2017
osha_lost_time_case_rate,TD,2016-10-01,0.56,55170,osha:fy2017
osha_lost_time_case_rate,TR,2016-10-01,0.41,97053,osha:fy2017
osha_lost_time_case_rate,VA,2016-10-01,1.02,378364,osha:fy2017
osha_total_case_rate,AF,2016-10-01,1.19,169235,osha:fy2017
osha_total_case_rate,AG,2016-10-01,3.87,97685,osha:fy2017
osha_total_case_rate,AR,2016-10-01,1.77,249008,osha:fy2017
osha_total_case_rate,CM,2016-10-01,0.57,47714,osha:fy2017
osha_total_case_rate,DJ,2016-10-01,3.3,117051,osha:fy2017
osha_total_case_rate,DL,2016-10-01,1.58,15091,osha:fy2017
osha_total_case_rate,DN,2016-10-01,0.99,14954,osha:fy2017
osha_total_case_rate,ED,2016-10-01,0.19,4148,osha:fy2017
osha_total_case_rate,EP,2016-10-01,0.45,15665,osha:fy2017
osha_total_case_rate,GS,2016-10-01,0.39,11610,osha:fy2017
osha_total_case_rate,HE,2016-10-01,0.65,85989,osha:fy2017
osha_total_case_rate,HS,2016-10-01,4.75,195650,osha:fy2017
osha_total_case_rate,HU,2016-10-01,0.7,7898,osha:fy2017
osha_total_case_rate,IN,2016-10-01,4.64,72060,osha:fy2017
osha_total_case_rate,NF,2016-10-01,0.39,1521,osha:fy2017
osha_total_case_rate,NN,2016-10-01,0.24,17424,osha:fy2017
osha_total_case_rate,NQ,2016-10-01,1.28,2887,osha:fy2017
osha_total_case_rate,NU,2016-10-01,0.27,3278,osha:fy2017
osha_total_case_rate,NV,2016-10-01,1.57,205815,osha:fy2017
osha_total_case_rate,NV,2016-10-01,1.51,188047,osha:fy2017
osha_total_case_rate,OM,2016-10-01,0.75,5448,osha:fy2017
osha_total_case_rate,SB,2016-10-01,0.93,3650,osha:fy2017
osha_total_case_rate,SM,2016-10-01,2.91,3983,osha:fy2017
osha_total_case_rate,ST,2016-10-01,0.27,74880,osha:fy2017
osha_total_case_rate,SZ,2016-10-01,0.63,61592,osha:fy2017
osha_total_case_rate,TD,2016-10-01,1.21,55170,osha:fy2017
osha_total_case_rate,TR,2016-10-01,0.69,97053,osha:fy2017
osha_total_case_rate,VA,2016-10-01,2.2,378364,osha:fy2017
osha_lost_time_case_rate,AF,2017-10-01,1.03,167559,osha:fy2018
osha_lost_time_case_rate,AG,2017-10-01,1.41,93401,osha:fy2018
osha_lost_time_case_rate,AR,2017-10-01,1.0,247884,osha:fy2018
osha_lost_time_case_rate,CM,2017-10-01,0.4,47704,osha:fy2018
osha_lost_time_case_rate,DJ,2017-10-01,2.01,115976,osha:fy2018
osha_lost_time_case_rate,DL,2017-10-01,0.52,14438,osha:fy2018
osha_lost_time_case_rate,DN,2017-10-01,0.39,14762,osha:fy2018
osha_lost_time_case_rate,ED,2017-10-01,0.15,4059,osha:fy2018
osha_lost_time_case_rate,EP,2017-10-01,0.26,15058,osha:fy2018
