year,agency,n_resp,wt_sum,eei,eei_leaders,eei_supervisors,eei_intrinsic,gsi,pci,exi,pp_recommend,pp_job_sat,pp_pay_sat,pp_org_sat,pp_encouraged,pp_workload,pp_skills,pp_perf_diff,pp_sat_recog,pp_recog_quality,leave_no,leave_other,leave_within,leave_outside,leave_any,leave_n_valid,leave_missing_pct,leave2020pre_other,leave2020pre_within,leave2020pre_outside
2021,SZ,11546,58004.4,68.68,59.3,76.3,70.44,60.29,79.92,,61.33,61.57,60.8,57.45,54.77,47.57,58.81,43.87,54.58,58.03,68.55,12.59,14.24,4.62,31.45,10730,7.07,,,
2021,TD,8454,52738.5,71.68,58.97,81.78,74.28,67.67,86.75,,71.6,69.79,65.77,63.54,65.55,62.25,69.91,50.41,61.0,64.0,69.08,14.85,10.51,5.56,30.92,7966,5.77,,,
2021,TR,15860,92101.6,74.29,65.83,82.42,74.61,67.52,87.5,,72.39,71.16,60.38,66.15,64.0,63.9,70.85,53.31,62.12,65.76,71.67,13.78,11.1,3.45,28.33,14786,6.77,,,
2021,XX,8358,14732.9,75.67,65.07,84.6,77.33,68.87,91.14,,71.43,72.05,64.17,67.84,68.49,65.74,73.58,57.45,65.56,69.17,68.21,11.14,14.92,5.73,31.79,7118,14.84,,,
2022,AF,31191,177752.8,72.59,62.97,80.08,74.72,63.02,83.49,71.88,65.7,67.87,55.73,62.79,69.37,65.29,70.69,44.55,57.39,62.31,55.3,15.07,23.82,5.82,44.7,28218,9.53,,,
2022,AG,43332,88027.5,70.32,56.41,81.87,72.67,58.85,83.84,72.11,64.51,65.42,48.2,57.28,63.22,55.38,69.25,37.65,50.47,52.49,66.96,12.41,13.93,6.7,33.04,40657,6.17,,,
2022,ALL,557778,1669683.2,70.54,59.23,79.73,72.68,61.69,83.52,71.83,64.51,66.2,55.86,60.2,63.82,61.44,68.03,41.78,54.4,58.62,61.81,13.52,19.53,5.13,38.19,518235,7.09,,,
2022,AM,1769,4145.9,73.84,64.39,82.89,74.23,64.63,86.06,78.34,68.26,65.4,60.36,64.48,68.92,47.13,74.7,41.53,54.08,64.26,71.31,10.26,10.6,7.83,28.69,1662,6.05,,,
2022,AR,60278,233193.0,70.57,59.5,78.24,73.98,62.51,83.68,72.53,64.29,67.15,57.76,60.83,66.48,63.48,67.98,41.81,54.25,58.44,56.22,14.67,24.75,4.36,43.78,55833,7.37,,,
2022,CM,21009,46847.5,75.1,64.71,84.44,76.15,67.07,88.77,74.64,72.98,71.63,55.94,67.71,64.36,60.45,72.61,47.46,59.61,66.28,72.06,12.17,11.13,4.63,27.94,19941,5.08,,,
2022,CU,904,1096.1,75.96,65.33,87.3,75.24,65.33,89.48,72.71,75.01,69.52,49.52,67.27,65.84,51.74,75.7,47.19,56.25,61.65,72.96,11.37,11.41,4.27,27.04,866,4.2,,,
2022,DD,31888,97000.6,73.08,63.57,80.73,74.93,66.28,85.31,73.76,67.44,69.55,63.52,64.63,67.15,66.44,70.4,47.97,58.93,63.28,60.35,13.59,22.86,3.19,39.65,29459,7.62,,,
2022,DJ,25866,116318.6,63.06,49.2,73.63,66.35,54.36,76.52,67.94,56.17,58.95,50.58,51.75,53.62,58.59,60.66,34.64,47.03,49.72,57.87,14.73,19.5,7.9,42.13,23358,9.7,,,
2022,DL,7550,14005.4,74.52,65.44,83.08,75.04,66.5,89.02,75.69,69.25,70.25,60.12,66.38,65.22,59.16,68.58,48.73,59.07,64.31,66.87,11.9,17.44,3.79,33.13,7024,6.97,,,
2022,DN,8587,12720.0,77.6,66.86,86.68,79.26,71.63,91.28,76.09,75.4,74.64,65.05,71.45,74.8,62.38,78.52,51.79,65.24,68.77,68.97,11.88,14.39,4.77,31.03,8220,4.27,,,
2022,DR,1079,1441.0,82.77,77.67,90.93,79.71,75.48,93.36,78.29,84.24,76.96,61.56,79.18,70.75,64.9,83.04,59.68,73.67,77.88,69.88,10.71,11.96,7.44,30.12,1026,4.91,,,
2022,ED,2698,3974.0,76.3,65.75,86.29,76.87,67.47,90.1,76.58,67.02,72.49,63.89,66.47,70.24,56.95,73.71,50.93,62.96,67.43,74.93,7.9,14.52,2.64,25.07,2568,4.82,,,
2022,EE,1102,2013.3,77.56,69.85,84.84,77.99,69.16,89.98,83.79,70.46,75.55,60.56,70.07,66.86,57.51,73.42,56.2,67.46,74.27,64.46,13.96,18.83,2.75,35.54,1009,8.44,,,
2022,EP,7757,14777.0,77.96,68.23,86.09,79.56,73.64,90.23,81.21,77.37,76.46,67.46,73.29,74.81,58.22,76.94,48.32,66.34,73.2,73.63,11.99,11.16,3.22,26.37,7288,6.05,,,
2022,FT,782,1081.0,74.21,52.44,91.71,78.47,61.75,96.49,82.03,72.15,68.99,44.05,61.83,73.49,68.39,82.71,57.82,66.76,70.51,68.45,11.82,7.87,11.87,31.55,722,7.67,,,
2022,GS,7498,11662.1,82.91,76.67,89.88,82.19,78.32,92.32,77.52,83.43,79.83,70.29,79.72,79.02,69.13,83.09,57.91,71.52,76.14,75.21,8.63,13.93,2.23,24.79,7155,4.57,,,
2022,HE,50317,82800.5,77.88,69.47,84.29,79.88,71.47,89.34,80.49,75.78,75.45,62.57,72.07,73.79,65.0,77.09,51.17,63.85,68.79,74.16,9.33,12.81,3.7,25.84,47636,5.33,,,
2022,HS,73070,207062.9,64.32,51.5,76.15,65.32,54.08,77.82,66.77,55.41,59.04,50.42,51.46,51.77,60.3,59.45,35.54,46.01,49.89,62.46,12.91,19.94,4.68,37.54,68421,6.36,,,
2022,HU,4866,7895.4,76.25,67.04,84.46,77.23,69.71,89.66,76.49,68.11,73.46,69.37,67.88,71.58,64.31,76.6,54.25,66.6,70.47,65.03,12.09,19.75,3.13,34.97,4537,6.76,,,
2022,IN,27014,60615.1,70.37,55.73,80.54,74.83,62.59,84.1,75.69,66.94,68.14,53.73,61.54,69.25,53.69,72.26,41.09,56.24,59.47,66.08,12.51,17.02,4.38,33.92,25440,5.83,,,
2022,NF,1049,1461.7,82.25,75.86,87.75,83.14,81.05,92.83,82.42,84.79,81.55,75.99,81.88,79.89,57.99,84.51,56.65,75.82,78.38,74.86,11.11,10.56,3.47,25.14,1003,4.39,,,
2022,NQ,1407,2546.2,74.36,62.65,83.46,76.96,64.08,88.31,74.31,64.0,71.26,56.79,64.26,68.76,66.1,71.04,49.59,60.3,66.38,68.46,12.71,16.87,1.96,31.54,1328,5.61,,,
2022,NU,1889,2674.5,75.73,62.59,87.07,77.55,67.07,89.23,73.43,66.51,69.79,67.9,64.05,71.07,65.75,75.37,52.48,65.75,72.83,59.29,16.0,18.53,6.18,40.71,1807,4.34,,,
2022,NV,39890,226557.9,70.37,58.35,79.78,72.97,60.37,84.13,70.21,63.66,64.68,55.21,57.92,66.27,64.07,68.87,41.05,53.0,58.42,55.1,14.8,23.59,6.51,44.9,36394,8.76,,,
2022,OM,1516,2463.9,76.68,68.18,85.3,76.57,70.02,88.78,74.25,71.38,73.31,65.99,69.4,69.13,59.98,73.05,49.73,62.35,66.96,70.56,8.79,18.79,1.86,29.44,1417,6.53,,,
2022,SB,3524,6796.1,78.58,71.99,84.94,78.81,73.49,90.94,83.0,75.95,79.58,63.44,74.98,64.15,74.26,71.18,48.28,64.3,63.36,70.25,10.0,16.28,3.47,29.75,3301,6.33,,,
2022,ST,7962,27821.0,70.41,60.38,79.0,71.84,61.23,86.18,73.01,64.4,63.32,58.86,58.34,63.2,51.96,67.86,37.69,50.33,60.32,68.18,13.04,11.79,6.98,31.82,7281,8.55,,,
2022,SZ,26528,58075.2,65.71,55.79,75.08,66.25,53.34,76.67,66.55,54.44,56.47,51.05,51.4,49.72,45.22,55.11,32.01,47.26,50.5,63.65,13.52,17.61,5.22,36.35,24489,7.69,,,
2022,TD,19989,53386.0,71.93,58.48,82.93,74.39,66.45,86.35,73.7,71.28,70.6,59.93,64.0,65.09,62.03,71.05,41.85,56.97,58.93,68.94,12.61,13.62,4.84,31.06,18754,6.18,,,
2022,TR,35764,87443.8,73.74,64.33,82.67,74.22,64.52,87.09,70.66,68.96,69.36,55.86,63.92,64.29,63.38,70.76,46.88,59.82,63.57,68.54,14.04,13.83,3.59,31.46,33069,7.54,,,
2022,XX,9703,16027.3,74.6,63.74,83.24,76.82,66.83,89.47,76.75,68.51,70.82,61.95,66.03,68.65,63.06,72.47,47.96,60.95,64.05,67.02,12.19,16.16,4.63,32.98,8352,13.92,,,
2023,AF,29434,164604.9,73.71,64.45,80.67,75.99,64.96,84.15,73.27,68.42,69.04,57.7,64.7,71.6,66.58,73.78,48.17,58.81,65.2,53.71,14.17,26.61,5.52,46.29,26923,8.53,,,
2023,AG,48358,91674.8,71.6,59.05,82.09,73.68,60.71,84.72,73.87,67.86,67.49,47.9,59.59,64.92,55.73,71.89,41.12,53.48,56.55,65.12,12.5,16.02,6.36,34.88,45374,6.17,,,
2023,ALL,625568,1691257.4,71.74,61.21,80.18,73.82,63.81,83.82,73.44,67.48,68.09,57.38,62.29,65.49,62.3,70.33,44.98,56.03,60.82,62.5,12.47,20.5,4.53,37.5,584923,6.5,,,
2023,AM,1983,4225.9,69.91,59.4,79.76,70.57,62.45,84.24,76.39,66.13,62.61,61.44,59.64,64.89,46.4,71.11,43.05,50.96,60.53,70.11,11.27,12.25,6.36,29.89,1819,8.27,,,
2023,AR,52833,227347.0,73.27,63.46,80.33,76.02,66.28,84.87,74.85,68.82,70.01,61.65,64.63,70.11,65.48,72.87,46.98,57.35,62.77,57.0,13.63,25.75,3.63,43.0,49128,7.01,,,
2023,CM,25906,46533.2,75.98,66.38,84.93,76.62,68.25,89.07,75.63,74.8,72.85,56.14,69.22,64.79,59.42,74.31,49.52,60.08,67.25,75.56,10.29,9.87,4.28,24.44,24607,5.01,,,
2023,CU,908,1141.0,77.12,68.71,86.49,76.15,71.89,90.02,75.4,80.83,73.37,61.53,71.85,64.77,53.67,78.07,55.02,60.24,69.2,78.26,7.75,10.29,3.7,21.74,874,3.74,,,
2023,DD,40324,143324.6,70.1,59.95,77.09,73.25,62.69,82.82,73.55,64.84,66.58,58.73,60.6,64.36,63.6,66.46,44.27,53.84,58.57,56.44,14.69,25.16,3.71,43.56,36916,8.45,,,
2023,DJ,34081,115735.5,65.03,52.03,74.79,68.28,56.1,77.13,69.37,58.79,61.17,50.86,53.58,55.94,58.56,63.72,37.84,49.64,52.69,59.76,13.32,19.74,7.18,40.24,31199,8.46,,,
2023,DL,9214,14886.4,76.4,68.19,84.46,76.55,69.55,89.81,77.85,73.25,73.28,61.94,69.74,67.3,60.25,71.33,52.39,62.9,68.4,69.65,9.65,17.68,3.02,30.35,8625,6.39,,,
2023,DN,9481,13530.6,79.21,69.12,87.4,81.09,74.58,91.6,78.69,78.59,77.88,66.98,74.88,77.66,63.29,80.6,56.14,68.77,72.16,71.39,9.59,14.69,4.33,28.61,9121,3.8,,,
2023,DR,1195,1474.0,83.08,78.41,90.09,80.73,77.46,93.15,78.81,86.33,80.34,62.17,81.01,70.14,69.65,82.84,59.75,73.2,77.25,70.94,9.67,13.0,6.39,29.06,1153,3.51,,,
2023,ED,2773,3926.0,76.36,65.77,86.25,77.05,68.54,89.97,76.4,67.79,72.69,66.81,66.89,70.14,56.45,73.21,54.52,63.62,68.81,71.8,10.01,15.47,2.72,28.2,2629,5.19,,,
2023,EE,1379,2162.7,78.63,72.24,84.09,79.57,70.87,90.4,84.03,74.43,75.55,60.74,72.76,68.92,58.39,76.54,57.22,68.47,73.31,63.31,11.63,22.56,2.5,36.69,1295,6.09,,,
2023,EP,9226,14774.2,79.24,70.06,86.85,80.8,75.28,91.12,82.39,80.98,77.5,67.36,75.31,76.46,58.53,78.42,51.16,67.21,74.14,74.04,11.4,11.97,2.59,25.96,8691,5.8,,,
2023,FT,829,1099.0,78.71,60.25,92.63,83.25,68.45,95.9,85.57,77.78,77.16,47.02,71.83,79.57,68.3,85.35,62.67,71.52,79.38,76.61,7.59,8.11,7.69,23.39,793,4.34,,,
2023,GS,8092,12299.9,84.66,79.73,90.28,83.95,81.36,93.33,80.58,87.08,83.07,71.96,83.34,81.28,71.67,85.43,62.6,74.74,78.62,74.1,8.53,15.16,2.22,25.9,7658,5.36,,,
2023,HE,59020,83804.6,78.14,70.15,84.32,79.96,72.27,89.39,81.21,77.42,76.0,62.99,72.67,73.97,64.65,77.82,54.39,64.98,70.25,73.74,9.0,13.66,3.59,26.26,56345,4.53,,,
2023,HS,91700,212886.0,66.93,55.45,77.37,67.98,60.21,78.32,69.74,62.25,63.98,57.45,57.14,55.26,63.99,63.76,39.37,49.57,53.13,66.93,10.21,19.22,3.65,33.07,86497,5.67,,,
2023,HU,5641,7931.7,77.47,69.92,84.86,77.62,71.83,89.39,77.96,71.75,74.3,71.1,70.16,72.26,63.51,77.48,56.99,69.29,74.3,66.81,9.7,20.78,2.7,33.19,5306,5.94,,,
2023,IN,35949,62065.0,72.27,58.65,81.64,76.5,64.97,84.9,77.15,70.61,71.18,53.98,64.13,71.54,54.76,75.39,44.98,58.75,62.47,67.74,11.57,16.73,3.96,32.26,34407,4.29,,,
2023,NF,1070,1450.0,78.65,66.47,87.77,81.71,75.26,92.0,80.68,80.36,77.01,71.68,71.99,79.4,54.06,83.66,57.44,69.84,74.48,71.96,10.83,13.2,4.0,28.04,1008,5.79,,,
2023,NQ,1502,2527.1,73.33,62.03,82.86,75.11,63.7,88.77,75.49,66.77,70.15,55.77,62.12,67.47,61.55,69.57,51.93,61.42,67.85,71.53,10.37,16.27,1.83,28.47,1417,5.66,,,
2023,NU,1908,2652.0,74.43,59.57,86.51,77.19,65.6,88.78,73.27,65.63,69.26,66.31,61.21,70.74,62.97,75.44,50.91,62.75,69.74,65.86,12.7,15.74,5.7,34.14,1834,3.88,,,
2023,NV,39201,197949.5,72.14,60.84,80.74,74.83,62.84,84.82,72.28,67.04,67.57,56.18,60.55,68.82,65.33,72.23,45.19,55.03,61.43,55.6,14.31,24.46,5.64,44.4,36018,8.12,,,
2023,OM,1595,2589.8,79.71,72.38,87.52,79.22,73.8,89.79,76.8,77.11,76.06,68.62,73.4,72.8,63.28,75.97,55.64,67.73,73.2,71.26,8.85,18.33,1.55,28.74,1529,4.14,,,
2023,SB,3563,5407.1,78.58,72.58,84.29,78.89,73.88,90.74,82.09,77.89,78.32,64.36,74.93,67.36,75.65,72.23,49.02,63.39,63.76,73.63,8.39,15.5,2.48,26.37,3356,5.81,,,
2023,ST,9360,27182.2,69.02,58.45,77.87,70.75,60.21,84.59,73.21,64.15,62.55,57.6,56.54,62.49,48.14,66.63,38.96,50.18,60.4,69.95,11.7,12.08,6.27,30.05,8594,8.18,,,
2023,SZ,25757,58169.0,65.05,55.26,74.12,65.76,51.61,75.76,66.9,52.23,55.69,49.27,49.25,49.29,44.16,54.73,33.7,46.86,50.13,63.2,11.34,21.13,4.33,36.8,23969,6.94,,,
2023,TD,20624,53578.6,73.44,60.88,83.76,75.67,68.65,87.03,75.55,74.64,72.63,61.15,66.19,67.33,63.03,73.12,45.89,59.63,62.23,69.96,12.07,13.28,4.69,30.04,19486,5.52,,,
2023,TR,42362,97717.5,73.73,65.42,81.94,73.82,65.14,86.74,71.21,71.05,69.66,54.79,65.05,64.07,64.53,71.13,49.04,59.69,63.52,67.62,12.52,16.74,3.12,32.38,39509,6.73,,,
2023,XX,10300,16607.5,74.97,64.26,83.77,76.9,68.12,89.19,77.48,70.1,72.17,63.05,67.17,69.4,63.63,73.57,50.28,61.89,65.95,66.81,11.83,16.9,4.46,33.19,8843,14.15,,,
