measure,node,period_start,value,n,source_ref
fevs_leave_any,HSAC,2019-01-01,36.2,3120,fevs:2019-prdf-level1
fevs_leave_other,HSAC,2019-01-01,11.3,3120,fevs:2019-prdf-level1
fevs_leave_outside,HSAC,2019-01-01,3.3,3120,fevs:2019-prdf-level1
fevs_leave_within,HSAC,2019-01-01,21.5,3120,fevs:2019-prdf-level1
fevs_engagement,HSAD,2019-01-01,64.4,2749,fevs:2019-prdf-level1
fevs_leave_any,HSAD,2019-01-01,34.5,2749,fevs:2019-prdf-level1
fevs_leave_other,HSAD,2019-01-01,10.3,2749,fevs:2019-prdf-level1
fevs_leave_outside,HSAD,2019-01-01,3.3,2749,fevs:2019-prdf-level1
fevs_leave_within,HSAD,2019-01-01,20.9,2749,fevs:2019-prdf-level1
fevs_engagement,HSBB,2019-01-01,62.0,8171,fevs:2019-prdf-level1
fevs_leave_any,HSBB,2019-01-01,32.6,8171,fevs:2019-prdf-level1
fevs_leave_other,HSBB,2019-01-01,8.5,8171,fevs:2019-prdf-level1
fevs_leave_outside,HSBB,2019-01-01,2.9,8171,fevs:2019-prdf-level1
fevs_leave_within,HSBB,2019-01-01,21.1,8171,fevs:2019-prdf-level1
fevs_engagement,HSBC,2019-01-01,59.7,27356,fevs:2019-prdf-level1
fevs_leave_any,HSBC,2019-01-01,48.2,27356,fevs:2019-prdf-level1
fevs_leave_other,HSBC,2019-01-01,13.1,27356,fevs:2019-prdf-level1
fevs_leave_outside,HSBC,2019-01-01,7.1,27356,fevs:2019-prdf-level1
fevs_leave_within,HSBC,2019-01-01,28.0,27356,fevs:2019-prdf-level1
fevs_engagement,HSBD,2019-01-01,56.8,16450,fevs:2019-prdf-level1
fevs_leave_any,HSBD,2019-01-01,33.9,16450,fevs:2019-prdf-level1
fevs_leave_other,HSBD,2019-01-01,9.3,16450,fevs:2019-prdf-level1
fevs_leave_outside,HSBD,2019-01-01,4.3,16450,fevs:2019-prdf-level1
fevs_leave_within,HSBD,2019-01-01,20.4,16450,fevs:2019-prdf-level1
fevs_engagement,HSBE,2019-01-01,66.3,600,fevs:2019-prdf-level1
fevs_leave_any,HSBE,2019-01-01,37.1,600,fevs:2019-prdf-level1
fevs_leave_other,HSBE,2019-01-01,13.9,600,fevs:2019-prdf-level1
fevs_leave_outside,HSBE,2019-01-01,3.4,600,fevs:2019-prdf-level1
fevs_leave_within,HSBE,2019-01-01,19.9,600,fevs:2019-prdf-level1
fevs_engagement,HSCA,2019-01-01,61.2,1974,fevs:2019-prdf-level1
fevs_leave_any,HSCA,2019-01-01,48.1,1974,fevs:2019-prdf-level1
fevs_leave_other,HSCA,2019-01-01,8.7,1974,fevs:2019-prdf-level1
fevs_leave_outside,HSCA,2019-01-01,6.1,1974,fevs:2019-prdf-level1
fevs_leave_within,HSCA,2019-01-01,33.3,1974,fevs:2019-prdf-level1
fevs_engagement,HSCB,2019-01-01,65.8,2485,fevs:2019-prdf-level1
fevs_leave_any,HSCB,2019-01-01,44.6,2485,fevs:2019-prdf-level1
fevs_leave_other,HSCB,2019-01-01,10.1,2485,fevs:2019-prdf-level1
fevs_leave_outside,HSCB,2019-01-01,4.3,2485,fevs:2019-prdf-level1
fevs_leave_within,HSCB,2019-01-01,30.2,2485,fevs:2019-prdf-level1
fevs_engagement,IN01,2019-01-01,70.1,1962,fevs:2019-prdf-level1
fevs_leave_any,IN01,2019-01-01,35.2,1962,fevs:2019-prdf-level1
fevs_leave_other,IN01,2019-01-01,9.3,1962,fevs:2019-prdf-level1
fevs_leave_outside,IN01,2019-01-01,3.5,1962,fevs:2019-prdf-level1
fevs_leave_within,IN01,2019-01-01,22.4,1962,fevs:2019-prdf-level1
fevs_engagement,IN05,2019-01-01,63.0,4116,fevs:2019-prdf-level1
fevs_leave_any,IN05,2019-01-01,40.4,4116,fevs:2019-prdf-level1
fevs_leave_other,IN05,2019-01-01,12.2,4116,fevs:2019-prdf-level1
fevs_leave_outside,IN05,2019-01-01,5.6,4116,fevs:2019-prdf-level1
fevs_leave_within,IN05,2019-01-01,22.6,4116,fevs:2019-prdf-level1
fevs_engagement,IN06,2019-01-01,58.6,1948,fevs:2019-prdf-level1
fevs_leave_any,IN06,2019-01-01,39.2,1948,fevs:2019-prdf-level1
fevs_leave_other,IN06,2019-01-01,13.5,1948,fevs:2019-prdf-level1
fevs_leave_outside,IN06,2019-01-01,3.5,1948,fevs:2019-prdf-level1
fevs_leave_within,IN06,2019-01-01,22.2,1948,fevs:2019-prdf-level1
fevs_engagement,IN07,2019-01-01,69.2,3054,fevs:2019-prdf-level1
fevs_leave_any,IN07,2019-01-01,31.9,3054,fevs:2019-prdf-level1
fevs_leave_other,IN07,2019-01-01,9.5,3054,fevs:2019-prdf-level1
fevs_leave_outside,IN07,2019-01-01,3.5,3054,fevs:2019-prdf-level1
fevs_leave_within,IN07,2019-01-01,18.9,3054,fevs:2019-prdf-level1
fevs_engagement,IN08,2019-01-01,68.1,3633,fevs:2019-prdf-level1
fevs_leave_any,IN08,2019-01-01,28.9,3633,fevs:2019-prdf-level1
fevs_leave_other,IN08,2019-01-01,11.0,3633,fevs:2019-prdf-level1
fevs_leave_outside,IN08,2019-01-01,6.1,3633,fevs:2019-prdf-level1
fevs_leave_within,IN08,2019-01-01,11.7,3633,fevs:2019-prdf-level1
fevs_engagement,IN10,2019-01-01,62.7,5987,fevs:2019-prdf-level1
fevs_leave_any,IN10,2019-01-01,35.0,5987,fevs:2019-prdf-level1
fevs_leave_other,IN10,2019-01-01,11.0,5987,fevs:2019-prdf-level1
fevs_leave_outside,IN10,2019-01-01,4.5,5987,fevs:2019-prdf-level1
fevs_leave_within,IN10,2019-01-01,19.5,5987,fevs:2019-prdf-level1
fevs_engagement,IN15,2019-01-01,68.3,4359,fevs:2019-prdf-level1
fevs_leave_any,IN15,2019-01-01,30.2,4359,fevs:2019-prdf-level1
fevs_leave_other,IN15,2019-01-01,10.0,4359,fevs:2019-prdf-level1
fevs_leave_outside,IN15,2019-01-01,3.7,4359,fevs:2019-prdf-level1
fevs_leave_within,IN15,2019-01-01,16.5,4359,fevs:2019-prdf-level1
fevs_engagement,IN26,2019-01-01,70.6,614,fevs:2019-prdf-level1
fevs_leave_any,IN26,2019-01-01,31.4,614,fevs:2019-prdf-level1
fevs_leave_other,IN26,2019-01-01,9.6,614,fevs:2019-prdf-level1
fevs_leave_outside,IN26,2019-01-01,4.7,614,fevs:2019-prdf-level1
fevs_leave_within,IN26,2019-01-01,17.1,614,fevs:2019-prdf-level1
fevs_engagement,IN27,2019-01-01,75.7,455,fevs:2019-prdf-level1
fevs_leave_any,IN27,2019-01-01,31.1,455,fevs:2019-prdf-level1
fevs_leave_other,IN27,2019-01-01,9.8,455,fevs:2019-prdf-level1
fevs_leave_outside,IN27,2019-01-01,3.6,455,fevs:2019-prdf-level1
fevs_leave_within,IN27,2019-01-01,17.8,455,fevs:2019-prdf-level1
fevs_engagement,NN10,2019-01-01,78.8,860,fevs:2019-prdf-level1
fevs_leave_any,NN10,2019-01-01,31.3,860,fevs:2019-prdf-level1
fevs_leave_other,NN10,2019-01-01,11.1,860,fevs:2019-prdf-level1
fevs_leave_outside,NN10,2019-01-01,6.4,860,fevs:2019-prdf-level1
fevs_leave_within,NN10,2019-01-01,13.8,860,fevs:2019-prdf-level1
fevs_engagement,NN21,2019-01-01,79.8,664,fevs:2019-prdf-level1
fevs_leave_any,NN21,2019-01-01,25.4,664,fevs:2019-prdf-level1
fevs_leave_other,NN21,2019-01-01,10.3,664,fevs:2019-prdf-level1
fevs_leave_outside,NN21,2019-01-01,9.9,664,fevs:2019-prdf-level1
fevs_leave_within,NN21,2019-01-01,5.2,664,fevs:2019-prdf-level1
fevs_engagement,NN22,2019-01-01,80.8,887,fevs:2019-prdf-level1
fevs_leave_any,NN22,2019-01-01,18.7,887,fevs:2019-prdf-level1
fevs_leave_other,NN22,2019-01-01,10.2,887,fevs:2019-prdf-level1
fevs_leave_outside,NN22,2019-01-01,1.9,887,fevs:2019-prdf-level1
fevs_leave_within,NN22,2019-01-01,6.7,887,fevs:2019-prdf-level1
fevs_engagement,NN23,2019-01-01,79.9,894,fevs:2019-prdf-level1
fevs_leave_any,NN23,2019-01-01,17.7,894,fevs:2019-prdf-level1
fevs_leave_other,NN23,2019-01-01,9.9,894,fevs:2019-prdf-level1
fevs_leave_outside,NN23,2019-01-01,3.4,894,fevs:2019-prdf-level1
fevs_leave_within,NN23,2019-01-01,4.4,894,fevs:2019-prdf-level1
fevs_engagement,NN51,2019-01-01,83.8,1966,fevs:2019-prdf-level1
fevs_leave_any,NN51,2019-01-01,19.7,1966,fevs:2019-prdf-level1
fevs_leave_other,NN51,2019-01-01,9.5,1966,fevs:2019-prdf-level1
fevs_leave_outside,NN51,2019-01-01,3.6,1966,fevs:2019-prdf-level1
fevs_leave_within,NN51,2019-01-01,6.6,1966,fevs:2019-prdf-level1
fevs_engagement,NN62,2019-01-01,84.1,1546,fevs:2019-prdf-level1
fevs_leave_any,NN62,2019-01-01,20.2,1546,fevs:2019-prdf-level1
fevs_leave_other,NN62,2019-01-01,9.8,1546,fevs:2019-prdf-level1
fevs_leave_outside,NN62,2019-01-01,2.6,1546,fevs:2019-prdf-level1
fevs_leave_within,NN62,2019-01-01,7.8,1546,fevs:2019-prdf-level1
fevs_engagement,NN72,2019-01-01,84.4,1672,fevs:2019-prdf-level1
fevs_leave_any,NN72,2019-01-01,19.3,1672,fevs:2019-prdf-level1
fevs_leave_other,NN72,2019-01-01,8.5,1672,fevs:2019-prdf-level1
fevs_leave_outside,NN72,2019-01-01,4.1,1672,fevs:2019-prdf-level1
fevs_leave_within,NN72,2019-01-01,6.7,1672,fevs:2019-prdf-level1
fevs_engagement,NN76,2019-01-01,86.7,1543,fevs:2019-prdf-level1
fevs_leave_any,NN76,2019-01-01,18.4,1543,fevs:2019-prdf-level1
fevs_leave_other,NN76,2019-01-01,8.1,1543,fevs:2019-prdf-level1
fevs_leave_outside,NN76,2019-01-01,3.3,1543,fevs:2019-prdf-level1
fevs_leave_within,NN76,2019-01-01,7.0,1543,fevs:2019-prdf-level1
fevs_engagement,NV14,2019-01-01,70.1,635,fevs:2019-prdf-level1
fevs_leave_any,NV14,2019-01-01,39.0,635,fevs:2019-prdf-level1
fevs_leave_other,NV14,2019-01-01,13.0,635,fevs:2019-prdf-level1
fevs_leave_outside,NV14,2019-01-01,6.9,635,fevs:2019-prdf-level1
fevs_leave_within,NV14,2019-01-01,19.1,635,fevs:2019-prdf-level1
fevs_engagement,NV19,2019-01-01,69.5,8157,fevs:2019-prdf-level1
fevs_leave_any,NV19,2019-01-01,31.3,8157,fevs:2019-prdf-level1
fevs_leave_other,NV19,2019-01-01,9.8,8157,fevs:2019-prdf-level1
fevs_leave_outside,NV19,2019-01-01,4.1,8157,fevs:2019-prdf-level1
fevs_leave_within,NV19,2019-01-01,17.3,8157,fevs:2019-prdf-level1
fevs_engagement,NV22,2019-01-01,69.8,935,fevs:2019-prdf-level1
fevs_leave_any,NV22,2019-01-01,45.7,935,fevs:2019-prdf-level1
fevs_leave_other,NV22,2019-01-01,12.0,935,fevs:2019-prdf-level1
fevs_leave_outside,NV22,2019-01-01,4.3,935,fevs:2019-prdf-level1
fevs_leave_within,NV22,2019-01-01,29.3,935,fevs:2019-prdf-level1
fevs_engagement,NV23,2019-01-01,70.2,1735,fevs:2019-prdf-level1
fevs_leave_any,NV23,2019-01-01,43.8,1735,fevs:2019-prdf-level1
fevs_leave_other,NV23,2019-01-01,10.8,1735,fevs:2019-prdf-level1
fevs_leave_outside,NV23,2019-01-01,2.3,1735,fevs:2019-prdf-level1
fevs_leave_within,NV23,2019-01-01,30.8,1735,fevs:2019-prdf-level1
fevs_engagement,NV24,2019-01-01,72.1,10467,fevs:2019-prdf-level1
fevs_leave_any,NV24,2019-01-01,31.2,10467,fevs:2019-prdf-level1
fevs_leave_other,NV24,2019-01-01,9.0,10467,fevs:2019-prdf-level1
fevs_leave_outside,NV24,2019-01-01,4.6,10467,fevs:2019-prdf-level1
fevs_leave_within,NV24,2019-01-01,17.6,10467,fevs:2019-prdf-level1
fevs_engagement,NV25,2019-01-01,69.6,3767,fevs:2019-prdf-level1
fevs_leave_any,NV25,2019-01-01,38.8,3767,fevs:2019-prdf-level1
fevs_leave_other,NV25,2019-01-01,10.9,3767,fevs:2019-prdf-level1
fevs_leave_outside,NV25,2019-01-01,3.1,3767,fevs:2019-prdf-level1
fevs_leave_within,NV25,2019-01-01,24.8,3767,fevs:2019-prdf-level1
fevs_engagement,NV27,2019-01-01,67.9,4932,fevs:2019-prdf-level1
fevs_leave_any,NV27,2019-01-01,43.8,4932,fevs:2019-prdf-level1
fevs_leave_other,NV27,2019-01-01,11.0,4932,fevs:2019-prdf-level1
fevs_leave_outside,NV27,2019-01-01,2.9,4932,fevs:2019-prdf-level1
fevs_leave_within,NV27,2019-01-01,29.9,4932,fevs:2019-prdf-level1
fevs_engagement,NV52,2019-01-01,63.7,2389,fevs:2019-prdf-level1
fevs_leave_any,NV52,2019-01-01,48.8,2389,fevs:2019-prdf-level1
fevs_leave_other,NV52,2019-01-01,12.8,2389,fevs:2019-prdf-level1
fevs_leave_outside,NV52,2019-01-01,3.7,2389,fevs:2019-prdf-level1
fevs_leave_within,NV52,2019-01-01,32.3,2389,fevs:2019-prdf-level1
fevs_engagement,NV60,2019-01-01,68.8,4782,fevs:2019-prdf-level1
fevs_leave_any,NV60,2019-01-01,39.8,4782,fevs:2019-prdf-level1
fevs_leave_other,NV60,2019-01-01,9.5,4782,fevs:2019-prdf-level1
fevs_leave_outside,NV60,2019-01-01,4.0,4782,fevs:2019-prdf-level1
fevs_leave_within,NV60,2019-01-01,26.3,4782,fevs:2019-prdf-level1
fevs_engagement,NV70,2019-01-01,69.8,4526,fevs:2019-prdf-level1
fevs_leave_any,NV70,2019-01-01,35.0,4526,fevs:2019-prdf-level1
fevs_leave_other,NV70,2019-01-01,8.9,4526,fevs:2019-prdf-level1
fevs_leave_outside,NV70,2019-01-01,4.3,4526,fevs:2019-prdf-level1
fevs_leave_within,NV70,2019-01-01,21.7,4526,fevs:2019-prdf-level1
fevs_engagement,NV74,2019-01-01,80.6,400,fevs:2019-prdf-level1
fevs_leave_any,NV74,2019-01-01,34.4,400,fevs:2019-prdf-level1
fevs_leave_other,NV74,2019-01-01,6.7,400,fevs:2019-prdf-level1
fevs_leave_outside,NV74,2019-01-01,2.2,400,fevs:2019-prdf-level1
fevs_leave_within,NV74,2019-01-01,25.5,400,fevs:2019-prdf-level1
fevs_engagement,NV76,2019-01-01,75.6,1101,fevs:2019-prdf-level1
fevs_leave_any,NV76,2019-01-01,34.6,1101,fevs:2019-prdf-level1
fevs_leave_other,NV76,2019-01-01,9.6,1101,fevs:2019-prdf-level1
fevs_leave_outside,NV76,2019-01-01,1.8,1101,fevs:2019-prdf-level1
fevs_leave_within,NV76,2019-01-01,23.2,1101,fevs:2019-prdf-level1
fevs_engagement,TD01,2019-01-01,66.0,643,fevs:2019-prdf-level1
fevs_leave_any,TD01,2019-01-01,39.2,643,fevs:2019-prdf-level1
fevs_leave_other,TD01,2019-01-01,10.7,643,fevs:2019-prdf-level1
fevs_leave_outside,TD01,2019-01-01,7.1,643,fevs:2019-prdf-level1
fevs_leave_within,TD01,2019-01-01,21.4,643,fevs:2019-prdf-level1
fevs_engagement,TD03,2019-01-01,67.8,14948,fevs:2019-prdf-level1
fevs_leave_any,TD03,2019-01-01,29.2,14948,fevs:2019-prdf-level1
fevs_leave_other,TD03,2019-01-01,10.5,14948,fevs:2019-prdf-level1
fevs_leave_outside,TD03,2019-01-01,4.6,14948,fevs:2019-prdf-level1
fevs_leave_within,TD03,2019-01-01,14.0,14948,fevs:2019-prdf-level1
fevs_engagement,TD04,2019-01-01,76.6,1718,fevs:2019-prdf-level1
fevs_leave_any,TD04,2019-01-01,26.4,1718,fevs:2019-prdf-level1
fevs_leave_other,TD04,2019-01-01,9.4,1718,fevs:2019-prdf-level1
fevs_leave_outside,TD04,2019-01-01,4.3,1718,fevs:2019-prdf-level1
fevs_leave_within,TD04,2019-01-01,12.8,1718,fevs:2019-prdf-level1
fevs_engagement,TD05,2019-01-01,76.3,558,fevs:2019-prdf-level1
fevs_leave_any,TD05,2019-01-01,27.7,558,fevs:2019-prdf-level1
fevs_leave_other,TD05,2019-01-01,11.0,558,fevs:2019-prdf-level1
fevs_leave_outside,TD05,2019-01-01,5.8,558,fevs:2019-prdf-level1
fevs_leave_within,TD05,2019-01-01,10.9,558,fevs:2019-prdf-level1
fevs_engagement,TD16,2019-01-01,65.0,367,fevs:2019-prdf-level1
fevs_leave_any,TD16,2019-01-01,40.4,367,fevs:2019-prdf-level1
fevs_leave_other,TD16,2019-01-01,12.3,367,fevs:2019-prdf-level1
fevs_leave_outside,TD16,2019-01-01,4.0,367,fevs:2019-prdf-level1
fevs_leave_within,TD16,2019-01-01,24.1,367,fevs:2019-prdf-level1
fevs_engagement,TD17,2019-01-01,69.9,754,fevs:2019-prdf-level1
fevs_leave_any,TD17,2019-01-01,32.2,754,fevs:2019-prdf-level1
fevs_leave_other,TD17,2019-01-01,8.4,754,fevs:2019-prdf-level1
fevs_leave_outside,TD17,2019-01-01,4.4,754,fevs:2019-prdf-level1
fevs_leave_within,TD17,2019-01-01,19.4,754,fevs:2019-prdf-level1
fevs_engagement,TR91,2019-01-01,67.4,906,fevs:2019-prdf-level1
fevs_leave_any,TR91,2019-01-01,44.0,906,fevs:2019-prdf-level1
fevs_leave_other,TR91,2019-01-01,10.0,906,fevs:2019-prdf-level1
fevs_leave_outside,TR91,2019-01-01,11.4,906,fevs:2019-prdf-level1
fevs_leave_within,TR91,2019-01-01,22.6,906,fevs:2019-prdf-level1
fevs_engagement,TR93,2019-01-01,68.6,31457,fevs:2019-prdf-level1
fevs_leave_any,TR93,2019-01-01,30.2,31457,fevs:2019-prdf-level1
fevs_leave_other,TR93,2019-01-01,12.7,31457,fevs:2019-prdf-level1
fevs_leave_outside,TR93,2019-01-01,2.9,31457,fevs:2019-prdf-level1
fevs_leave_within,TR93,2019-01-01,14.6,31457,fevs:2019-prdf-level1
fevs_engagement,TRAD,2019-01-01,66.6,948,fevs:2019-prdf-level1
fevs_leave_any,TRAD,2019-01-01,26.3,948,fevs:2019-prdf-level1
fevs_leave_other,TRAD,2019-01-01,11.9,948,fevs:2019-prdf-level1
fevs_leave_outside,TRAD,2019-01-01,1.7,948,fevs:2019-prdf-level1
fevs_leave_within,TRAD,2019-01-01,12.7,948,fevs:2019-prdf-level1
fevs_engagement,TRAI,2019-01-01,68.4,770,fevs:2019-prdf-level1
fevs_leave_any,TRAI,2019-01-01,23.5,770,fevs:2019-prdf-level1
fevs_leave_other,TRAI,2019-01-01,7.7,770,fevs:2019-prdf-level1
fevs_leave_outside,TRAI,2019-01-01,1.0,770,fevs:2019-prdf-level1
fevs_leave_within,TRAI,2019-01-01,14.8,770,fevs:2019-prdf-level1
fevs_engagement,TRAJ,2019-01-01,72.1,2876,fevs:2019-prdf-level1
fevs_leave_any,TRAJ,2019-01-01,23.5,2876,fevs:2019-prdf-level1
fevs_leave_other,TRAJ,2019-01-01,10.3,2876,fevs:2019-prdf-level1
fevs_leave_outside,TRAJ,2019-01-01,6.0,2876,fevs:2019-prdf-level1
fevs_leave_within,TRAJ,2019-01-01,7.1,2876,fevs:2019-prdf-level1
fevs_engagement,TRFD,2019-01-01,76.9,2379,fevs:2019-prdf-level1
fevs_leave_any,TRFD,2019-01-01,25.9,2379,fevs:2019-prdf-level1
fevs_leave_other,TRFD,2019-01-01,7.5,2379,fevs:2019-prdf-level1
fevs_leave_outside,TRFD,2019-01-01,2.8,2379,fevs:2019-prdf-level1
fevs_leave_within,TRFD,2019-01-01,15.6,2379,fevs:2019-prdf-level1
fevs_engagement,TRTG,2019-01-01,77.9,429,fevs:2019-prdf-level1
fevs_leave_any,TRTG,2019-01-01,25.6,429,fevs:2019-prdf-level1
fevs_leave_other,TRTG,2019-01-01,9.3,429,fevs:2019-prdf-level1
fevs_leave_outside,TRTG,2019-01-01,2.3,429,fevs:2019-prdf-level1
fevs_leave_within,TRTG,2019-01-01,14.0,429,fevs:2019-prdf-level1
